benchmark,problem_id,config,seed,pass_all_tests,test_pass_rate,tokens_input,tokens_output,latency_seconds,revision_count,timestamp,model,error
HE,HumanEval/4,sequential,42,True,1.0,9935,2148,280.6407,0,2026-05-22T22:26:31.006410+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/4,sequential,123,True,1.0,10131,2456,266.1155,0,2026-05-22T22:31:11.661042+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/4,sequential,456,True,1.0,9747,2724,481.2428,0,2026-05-22T22:35:37.796330+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/5,sequential,42,True,1.0,9669,2275,361.1767,0,2026-05-22T22:43:39.056676+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/5,sequential,123,True,1.0,9651,2252,354.8904,0,2026-05-22T22:49:40.248089+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/5,sequential,456,True,1.0,9118,1553,274.9808,0,2026-05-22T22:55:35.155532+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/6,sequential,42,True,1.0,5509,1060,199.0721,0,2026-05-22T23:00:10.160698+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/6,sequential,123,True,1.0,5882,1296,219.5393,0,2026-05-22T23:03:29.250899+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/6,sequential,456,True,1.0,5554,1157,245.1326,0,2026-05-22T23:07:08.810022+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/7,sequential,42,False,0.0,10283,3203,401.5045,0,2026-05-22T23:11:13.961166+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/7,sequential,123,False,0.0,9516,1714,243.8208,0,2026-05-22T23:17:55.487494+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/7,sequential,456,False,0.0,9657,2219,290.3894,0,2026-05-22T23:21:59.330804+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/8,sequential,42,True,1.0,9521,1987,303.4632,0,2026-05-22T23:26:49.740217+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/8,sequential,123,False,0.0,9921,2614,438.0056,0,2026-05-22T23:31:53.221030+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/8,sequential,456,True,1.0,9689,2241,322.5544,0,2026-05-22T23:39:11.248035+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/9,sequential,42,False,0.0,9879,2703,411.0479,0,2026-05-22T23:44:33.825275+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/9,sequential,123,False,0.0,9825,2790,429.5369,0,2026-05-22T23:51:24.893996+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/9,sequential,456,False,0.0,9713,2101,391.5574,0,2026-05-22T23:58:34.451469+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/10,sequential,42,False,0.0,9439,1909,368.6827,0,2026-05-23T00:05:06.033621+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/10,sequential,123,False,0.0,9713,2259,440.4391,0,2026-05-23T00:11:14.738144+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/10,sequential,456,False,0.0,9565,1997,410.9259,0,2026-05-23T00:18:35.199960+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/11,sequential,42,True,1.0,9543,2248,470.3614,0,2026-05-23T00:25:26.153520+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/11,sequential,123,True,1.0,10024,2484,483.3283,0,2026-05-23T00:33:16.536129+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/11,sequential,456,False,0.0,10620,3265,571.3644,0,2026-05-23T00:41:19.885094+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/12,sequential,42,True,1.0,10133,2550,768.9529,0,2026-05-23T01:05:50.208379+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/12,sequential,123,True,1.0,10289,2390,650.8976,0,2026-05-23T01:18:39.189950+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/12,sequential,456,True,1.0,10212,2289,610.7081,0,2026-05-23T01:29:30.109838+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/13,sequential,42,True,1.0,9999,2483,588.2781,0,2026-05-23T01:39:40.841739+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/13,sequential,123,True,1.0,10172,2941,646.1101,0,2026-05-23T01:49:29.141990+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/13,sequential,456,True,1.0,9677,2408,300.1906,0,2026-05-23T02:00:15.277903+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/14,sequential,42,True,1.0,9488,2039,401.1989,0,2026-05-23T02:21:28.320286+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/14,sequential,123,True,1.0,9730,2119,424.5236,0,2026-05-23T02:28:09.541686+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/14,sequential,456,True,1.0,9804,2131,445.8266,0,2026-05-23T02:35:14.084113+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/15,sequential,42,True,1.0,4016,1162,229.1864,0,2026-05-23T02:42:39.928631+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/15,sequential,123,True,1.0,4299,1288,251.7016,0,2026-05-23T02:46:29.134098+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/15,sequential,456,False,0.0,4056,1145,232.4034,0,2026-05-23T02:50:40.855538+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/16,sequential,42,True,1.0,10073,2741,574.0147,0,2026-05-23T02:54:33.280076+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/16,sequential,123,False,0.0,9667,1807,413.1056,0,2026-05-23T03:04:07.318203+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/16,sequential,456,False,0.0,9520,1634,383.5714,0,2026-05-23T03:11:00.440900+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/17,sequential,42,False,0.0,10313,3159,649.7783,0,2026-05-23T03:17:24.033974+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/17,sequential,123,True,1.0,9767,2258,311.7184,0,2026-05-23T03:28:13.833499+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/17,sequential,456,False,0.0,12985,42689,6933.7188,0,2026-05-23T03:43:24.077467+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/18,sequential,42,True,1.0,9840,2731,558.5379,0,2026-05-23T05:55:31.846077+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/18,sequential,123,False,0.0,9774,1806,411.6761,0,2026-05-23T06:04:50.403952+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/18,sequential,456,False,0.0,9558,2342,496.1939,0,2026-05-23T06:11:42.098976+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/19,sequential,42,False,0.0,6931,1431,313.5053,0,2026-05-23T06:19:58.312932+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/19,sequential,123,False,0.0,6831,1368,301.8074,0,2026-05-23T06:25:11.836768+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/19,sequential,456,False,0.0,6919,1415,311.617,0,2026-05-23T06:30:13.664303+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/20,sequential,42,True,1.0,9998,2426,512.3502,0,2026-05-23T06:35:25.300095+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/20,sequential,123,True,1.0,10360,3576,701.3803,0,2026-05-23T06:43:57.670617+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/20,sequential,456,True,1.0,9784,2269,387.9236,0,2026-05-23T06:55:39.070366+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/21,sequential,42,True,1.0,9844,2431,509.8401,0,2026-05-23T07:05:20.811465+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/21,sequential,123,True,1.0,10047,2630,538.5653,0,2026-05-23T07:13:50.673705+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/21,sequential,456,True,1.0,9882,2312,486.5474,0,2026-05-23T07:22:49.260199+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/22,sequential,42,False,0.0,9705,2373,504.2142,0,2026-05-23T07:30:55.825854+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/22,sequential,123,False,0.0,9357,1748,392.6171,0,2026-05-23T07:39:20.062100+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/22,sequential,456,False,0.0,9392,1767,408.4276,0,2026-05-23T07:45:52.697736+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/23,sequential,42,True,1.0,9326,1640,381.7945,0,2026-05-23T07:52:41.145839+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/23,sequential,123,True,1.0,9671,2305,245.1172,0,2026-05-23T07:59:02.961044+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/23,sequential,456,True,1.0,9400,1667,157.4362,0,2026-05-23T09:57:07.436890+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/24,sequential,42,True,1.0,5772,1037,98.8178,0,2026-05-23T10:15:32.574917+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/24,sequential,123,True,1.0,5871,1136,109.1113,0,2026-05-23T10:17:11.408163+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/24,sequential,456,True,1.0,6204,1351,172.3116,0,2026-05-23T10:19:00.539551+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/25,sequential,42,True,1.0,9040,2292,308.9823,0,2026-05-23T10:21:52.867731+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/25,sequential,123,True,1.0,8961,2305,349.6219,0,2026-05-23T10:27:01.865616+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/25,sequential,456,True,1.0,9235,2202,332.7476,0,2026-05-23T10:32:51.503080+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/26,sequential,42,False,0.0,9428,1762,294.7581,0,2026-05-23T10:38:24.270482+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/26,sequential,123,False,0.0,9557,1966,296.5005,0,2026-05-23T10:43:19.049188+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/26,sequential,456,False,0.0,9487,1627,268.1312,0,2026-05-23T10:48:15.567027+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/27,sequential,42,True,1.0,9493,1867,338.867,0,2026-05-23T10:52:43.715703+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/27,sequential,123,True,1.0,9690,2090,354.5327,0,2026-05-23T10:58:22.600676+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/27,sequential,456,False,0.0,9208,1727,338.4911,0,2026-05-23T11:04:17.160613+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/28,sequential,42,True,1.0,9424,1855,345.8768,0,2026-05-23T11:09:55.668698+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/28,sequential,123,True,1.0,9513,1516,383.0391,0,2026-05-23T11:15:41.566109+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/28,sequential,456,True,1.0,9320,1660,270.286,0,2026-05-23T11:22:04.631855+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/29,sequential,42,False,0.0,9367,1906,337.4713,0,2026-05-23T11:26:55.128927+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/29,sequential,123,False,0.0,9722,1944,296.6326,0,2026-05-23T11:32:32.618830+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
