benchmark,problem_id,config,seed,pass_all_tests,test_pass_rate,tokens_input,tokens_output,latency_seconds,revision_count,timestamp,model,error
HE,HumanEval/4,sequential,42,True,1.0,9935,2148,280.6407,0,2026-05-22T22:26:31.006410+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/4,sequential,123,True,1.0,10131,2456,266.1155,0,2026-05-22T22:31:11.661042+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/4,sequential,456,True,1.0,9747,2724,481.2428,0,2026-05-22T22:35:37.796330+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/5,sequential,42,True,1.0,9669,2275,361.1767,0,2026-05-22T22:43:39.056676+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/5,sequential,123,True,1.0,9651,2252,354.8904,0,2026-05-22T22:49:40.248089+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/5,sequential,456,True,1.0,9118,1553,274.9808,0,2026-05-22T22:55:35.155532+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/6,sequential,42,True,1.0,5509,1060,199.0721,0,2026-05-22T23:00:10.160698+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/6,sequential,123,True,1.0,5882,1296,219.5393,0,2026-05-22T23:03:29.250899+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/6,sequential,456,True,1.0,5554,1157,245.1326,0,2026-05-22T23:07:08.810022+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/7,sequential,42,False,0.0,10283,3203,401.5045,0,2026-05-22T23:11:13.961166+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/7,sequential,123,False,0.0,9516,1714,243.8208,0,2026-05-22T23:17:55.487494+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/7,sequential,456,False,0.0,9657,2219,290.3894,0,2026-05-22T23:21:59.330804+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/8,sequential,42,True,1.0,9521,1987,303.4632,0,2026-05-22T23:26:49.740217+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/8,sequential,123,False,0.0,9921,2614,438.0056,0,2026-05-22T23:31:53.221030+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/8,sequential,456,True,1.0,9689,2241,322.5544,0,2026-05-22T23:39:11.248035+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/9,sequential,42,False,0.0,9879,2703,411.0479,0,2026-05-22T23:44:33.825275+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/9,sequential,123,False,0.0,9825,2790,429.5369,0,2026-05-22T23:51:24.893996+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/9,sequential,456,False,0.0,9713,2101,391.5574,0,2026-05-22T23:58:34.451469+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/10,sequential,42,False,0.0,9439,1909,368.6827,0,2026-05-23T00:05:06.033621+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/10,sequential,123,False,0.0,9713,2259,440.4391,0,2026-05-23T00:11:14.738144+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/10,sequential,456,False,0.0,9565,1997,410.9259,0,2026-05-23T00:18:35.199960+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/11,sequential,42,True,1.0,9543,2248,470.3614,0,2026-05-23T00:25:26.153520+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/11,sequential,123,True,1.0,10024,2484,483.3283,0,2026-05-23T00:33:16.536129+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/11,sequential,456,False,0.0,10620,3265,571.3644,0,2026-05-23T00:41:19.885094+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/12,sequential,42,True,1.0,10133,2550,768.9529,0,2026-05-23T01:05:50.208379+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/12,sequential,123,True,1.0,10289,2390,650.8976,0,2026-05-23T01:18:39.189950+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/12,sequential,456,True,1.0,10212,2289,610.7081,0,2026-05-23T01:29:30.109838+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/13,sequential,42,True,1.0,9999,2483,588.2781,0,2026-05-23T01:39:40.841739+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/13,sequential,123,True,1.0,10172,2941,646.1101,0,2026-05-23T01:49:29.141990+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/13,sequential,456,True,1.0,9677,2408,300.1906,0,2026-05-23T02:00:15.277903+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/14,sequential,42,True,1.0,9488,2039,401.1989,0,2026-05-23T02:21:28.320286+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/14,sequential,123,True,1.0,9730,2119,424.5236,0,2026-05-23T02:28:09.541686+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/14,sequential,456,True,1.0,9804,2131,445.8266,0,2026-05-23T02:35:14.084113+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/15,sequential,42,True,1.0,4016,1162,229.1864,0,2026-05-23T02:42:39.928631+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/15,sequential,123,True,1.0,4299,1288,251.7016,0,2026-05-23T02:46:29.134098+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/15,sequential,456,False,0.0,4056,1145,232.4034,0,2026-05-23T02:50:40.855538+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/16,sequential,42,True,1.0,10073,2741,574.0147,0,2026-05-23T02:54:33.280076+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/16,sequential,123,False,0.0,9667,1807,413.1056,0,2026-05-23T03:04:07.318203+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/16,sequential,456,False,0.0,9520,1634,383.5714,0,2026-05-23T03:11:00.440900+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/17,sequential,42,False,0.0,10313,3159,649.7783,0,2026-05-23T03:17:24.033974+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/17,sequential,123,True,1.0,9767,2258,311.7184,0,2026-05-23T03:28:13.833499+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/17,sequential,456,False,0.0,12985,42689,6933.7188,0,2026-05-23T03:43:24.077467+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/18,sequential,42,True,1.0,9840,2731,558.5379,0,2026-05-23T05:55:31.846077+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/18,sequential,123,False,0.0,9774,1806,411.6761,0,2026-05-23T06:04:50.403952+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/18,sequential,456,False,0.0,9558,2342,496.1939,0,2026-05-23T06:11:42.098976+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/19,sequential,42,False,0.0,6931,1431,313.5053,0,2026-05-23T06:19:58.312932+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/19,sequential,123,False,0.0,6831,1368,301.8074,0,2026-05-23T06:25:11.836768+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/19,sequential,456,False,0.0,6919,1415,311.617,0,2026-05-23T06:30:13.664303+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/20,sequential,42,True,1.0,9998,2426,512.3502,0,2026-05-23T06:35:25.300095+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/20,sequential,123,True,1.0,10360,3576,701.3803,0,2026-05-23T06:43:57.670617+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/20,sequential,456,True,1.0,9784,2269,387.9236,0,2026-05-23T06:55:39.070366+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/21,sequential,42,True,1.0,9844,2431,509.8401,0,2026-05-23T07:05:20.811465+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/21,sequential,123,True,1.0,10047,2630,538.5653,0,2026-05-23T07:13:50.673705+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/21,sequential,456,True,1.0,9882,2312,486.5474,0,2026-05-23T07:22:49.260199+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/22,sequential,42,False,0.0,9705,2373,504.2142,0,2026-05-23T07:30:55.825854+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/22,sequential,123,False,0.0,9357,1748,392.6171,0,2026-05-23T07:39:20.062100+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/22,sequential,456,False,0.0,9392,1767,408.4276,0,2026-05-23T07:45:52.697736+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/23,sequential,42,True,1.0,9326,1640,381.7945,0,2026-05-23T07:52:41.145839+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/23,sequential,123,True,1.0,9671,2305,245.1172,0,2026-05-23T07:59:02.961044+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/23,sequential,456,True,1.0,9400,1667,157.4362,0,2026-05-23T09:57:07.436890+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/24,sequential,42,True,1.0,5772,1037,98.8178,0,2026-05-23T10:15:32.574917+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/24,sequential,123,True,1.0,5871,1136,109.1113,0,2026-05-23T10:17:11.408163+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/24,sequential,456,True,1.0,6204,1351,172.3116,0,2026-05-23T10:19:00.539551+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/25,sequential,42,True,1.0,9040,2292,308.9823,0,2026-05-23T10:21:52.867731+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/25,sequential,123,True,1.0,8961,2305,349.6219,0,2026-05-23T10:27:01.865616+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/25,sequential,456,True,1.0,9235,2202,332.7476,0,2026-05-23T10:32:51.503080+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/26,sequential,42,False,0.0,9428,1762,294.7581,0,2026-05-23T10:38:24.270482+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/26,sequential,123,False,0.0,9557,1966,296.5005,0,2026-05-23T10:43:19.049188+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/26,sequential,456,False,0.0,9487,1627,268.1312,0,2026-05-23T10:48:15.567027+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/27,sequential,42,True,1.0,9493,1867,338.867,0,2026-05-23T10:52:43.715703+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/27,sequential,123,True,1.0,9690,2090,354.5327,0,2026-05-23T10:58:22.600676+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/27,sequential,456,False,0.0,9208,1727,338.4911,0,2026-05-23T11:04:17.160613+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/28,sequential,42,True,1.0,9424,1855,345.8768,0,2026-05-23T11:09:55.668698+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/28,sequential,123,True,1.0,9513,1516,383.0391,0,2026-05-23T11:15:41.566109+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/28,sequential,456,True,1.0,9320,1660,270.286,0,2026-05-23T11:22:04.631855+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/29,sequential,42,False,0.0,9367,1906,337.4713,0,2026-05-23T11:26:55.128927+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/29,sequential,123,False,0.0,9722,1944,296.6326,0,2026-05-23T11:32:32.618830+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/29,sequential,456,False,0.0,9797,2417,215.7535,0,2026-05-23T12:01:45.284876+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/30,sequential,42,False,0.0,9923,2349,318.7561,0,2026-05-23T12:07:18.779072+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/30,sequential,123,False,0.0,9779,2219,274.743,0,2026-05-23T12:12:37.549897+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/30,sequential,456,False,0.0,9815,2266,328.8159,0,2026-05-23T12:17:12.311584+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/31,sequential,42,False,0.0,5649,1573,199.8442,0,2026-05-23T12:22:41.149420+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/31,sequential,123,False,0.0,5497,1534,204.5911,0,2026-05-23T12:26:01.012275+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/31,sequential,456,True,1.0,5063,1119,155.2093,0,2026-05-23T12:29:25.627511+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/32,sequential,42,False,0.0,10007,3272,449.3133,0,2026-05-23T12:32:00.857086+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/32,sequential,123,False,0.0,10585,2935,428.028,0,2026-05-23T12:39:30.192377+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/32,sequential,456,False,0.0,10094,2649,400.0861,0,2026-05-23T12:46:38.240151+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/33,sequential,42,True,1.0,9522,2042,329.6198,0,2026-05-23T12:53:18.352159+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/33,sequential,123,False,0.0,9630,1818,303.1404,0,2026-05-23T12:58:47.994250+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/33,sequential,456,False,0.0,10168,2887,443.6931,0,2026-05-23T13:03:51.155146+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/34,sequential,42,False,0.0,9807,1994,332.2121,0,2026-05-23T13:11:14.870057+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/34,sequential,123,True,1.0,9391,1470,260.288,0,2026-05-23T13:16:47.103780+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/34,sequential,456,False,0.0,10023,3057,452.124,0,2026-05-23T13:21:07.412183+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/35,sequential,42,True,1.0,9596,2024,319.4652,0,2026-05-23T13:28:39.557361+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/35,sequential,123,True,1.0,9918,2749,409.0343,0,2026-05-23T13:33:59.044282+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/35,sequential,456,True,1.0,9763,2367,364.1449,0,2026-05-23T13:40:48.099893+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/36,sequential,42,True,1.0,5500,1074,164.9141,0,2026-05-23T13:46:52.265729+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/36,sequential,123,True,1.0,5888,1444,213.7817,0,2026-05-23T13:49:37.199580+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/36,sequential,456,True,1.0,5600,1302,193.5189,0,2026-05-23T13:53:11.000622+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/37,sequential,42,False,0.0,10077,3292,471.1808,0,2026-05-23T13:56:24.539394+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/37,sequential,123,False,0.0,10105,2517,377.0094,0,2026-05-23T14:04:15.742911+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/37,sequential,456,True,1.0,10045,2370,361.4031,0,2026-05-23T14:10:32.772107+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/38,sequential,42,False,0.0,9606,1967,313.6421,0,2026-05-23T14:16:34.195761+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/38,sequential,123,False,0.0,9512,2334,358.024,0,2026-05-23T14:21:47.861534+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/38,sequential,456,False,0.0,9756,2351,361.2444,0,2026-05-23T14:27:45.907269+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/39,sequential,42,False,0.0,3060,1322,176.6793,0,2026-05-23T14:33:47.166013+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/39,sequential,123,False,0.0,3124,1425,186.1396,0,2026-05-23T14:36:43.865461+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/39,sequential,456,False,0.0,3533,1522,204.488,0,2026-05-23T14:39:50.025111+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/40,sequential,42,True,1.0,10258,2717,409.347,0,2026-05-23T14:43:14.532336+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/40,sequential,123,True,1.0,9683,2436,372.22,0,2026-05-23T14:50:03.905770+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/40,sequential,456,True,1.0,9543,1798,294.5343,0,2026-05-23T14:56:16.146608+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/41,sequential,42,True,1.0,4624,1204,175.357,0,2026-05-23T15:01:10.698376+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/41,sequential,123,True,1.0,4528,1192,174.6977,0,2026-05-23T15:04:06.076032+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/41,sequential,456,True,1.0,4698,1266,182.9841,0,2026-05-23T15:07:00.794495+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/42,sequential,42,False,0.0,9429,1649,280.8035,0,2026-05-23T15:10:03.798122+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/42,sequential,123,True,1.0,9999,2454,379.9064,0,2026-05-23T15:14:44.627727+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/42,sequential,456,True,1.0,9958,2572,398.2096,0,2026-05-23T15:21:04.554181+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/43,sequential,42,True,1.0,10093,2870,431.0329,0,2026-05-23T15:27:42.784637+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/43,sequential,123,True,1.0,9455,1884,309.5517,0,2026-05-23T15:34:53.837924+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/43,sequential,456,True,1.0,9544,1665,281.5335,0,2026-05-23T15:40:03.409971+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/44,sequential,42,True,1.0,9588,2067,332.3303,0,2026-05-23T15:44:44.962927+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/44,sequential,123,True,1.0,9653,2078,333.5017,0,2026-05-23T15:50:17.311977+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/44,sequential,456,False,0.0,10346,3871,555.5154,0,2026-05-23T15:55:50.837920+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/45,sequential,42,True,1.0,9720,1902,309.8411,0,2026-05-23T16:05:06.377482+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/45,sequential,123,True,1.0,9679,1986,322.0246,0,2026-05-23T16:10:16.239290+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/45,sequential,456,True,1.0,9834,2282,361.9369,0,2026-05-23T16:15:38.285330+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/46,sequential,42,False,0.0,9705,2435,375.2887,0,2026-05-23T16:21:40.246559+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/46,sequential,123,False,0.0,9658,2024,325.4411,0,2026-05-23T16:27:55.557606+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/46,sequential,456,True,1.0,9721,2295,358.1845,0,2026-05-23T16:33:21.020975+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/47,sequential,42,True,1.0,10154,2434,375.9421,0,2026-05-23T16:39:19.227405+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/47,sequential,123,True,1.0,9646,2093,337.5004,0,2026-05-23T16:45:35.192597+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/47,sequential,456,True,1.0,9811,2633,402.9276,0,2026-05-23T16:51:12.713902+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/48,sequential,42,False,0.0,9964,2746,415.6448,0,2026-05-23T16:57:55.663169+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/48,sequential,123,False,0.0,9947,2751,415.294,0,2026-05-23T17:04:51.330880+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/48,sequential,456,False,0.0,10136,2989,446.8933,0,2026-05-23T17:11:46.648021+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/49,sequential,42,False,0.0,9680,2415,372.9075,0,2026-05-23T17:19:13.562515+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/49,sequential,123,False,0.0,9939,2362,367.7749,0,2026-05-23T17:25:26.491873+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/49,sequential,456,False,0.0,9964,2968,441.8286,0,2026-05-23T17:31:34.289027+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/50,sequential,42,True,1.0,9490,1658,280.0572,0,2026-05-23T17:38:56.138503+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/50,sequential,123,True,1.0,9434,1517,263.4285,0,2026-05-23T17:43:36.218175+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/50,sequential,456,True,1.0,9247,1614,273.8836,0,2026-05-23T17:47:59.665205+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/51,sequential,42,True,1.0,9490,1882,305.7902,0,2026-05-23T17:52:33.570269+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/51,sequential,123,True,1.0,9624,1870,306.3497,0,2026-05-23T17:57:39.382334+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/51,sequential,456,True,1.0,10076,2697,411.5543,0,2026-05-23T18:02:45.752569+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/52,sequential,42,True,1.0,9854,2043,329.9347,0,2026-05-23T18:09:37.327544+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/52,sequential,123,True,1.0,10796,3921,567.5179,0,2026-05-23T18:15:07.282527+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/52,sequential,456,True,1.0,9879,2099,338.5593,0,2026-05-23T18:24:34.823044+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/53,sequential,42,True,1.0,9850,2303,364.8329,0,2026-05-23T18:30:13.404032+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/53,sequential,123,True,1.0,9163,1364,244.1728,0,2026-05-23T18:36:18.259255+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/53,sequential,456,True,1.0,9478,1676,283.0262,0,2026-05-23T18:40:22.452994+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/54,sequential,42,True,1.0,9712,2071,330.78,0,2026-05-23T18:45:05.501660+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/54,sequential,123,True,1.0,9319,1659,281.4016,0,2026-05-23T18:50:36.301942+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/54,sequential,456,False,0.0,10114,2448,380.4868,0,2026-05-23T18:55:17.724981+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/55,sequential,42,True,1.0,3955,1220,173.137,0,2026-05-23T19:01:38.234654+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/55,sequential,123,True,1.0,4153,1557,212.714,0,2026-05-23T19:04:31.391817+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/55,sequential,456,True,1.0,4116,1418,197.4524,0,2026-05-23T19:08:04.125469+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/56,sequential,42,True,1.0,9932,2637,310.2545,0,2026-05-23T19:11:21.598758+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/56,sequential,123,True,1.0,9608,2227,346.5519,0,2026-05-23T19:16:31.875381+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/56,sequential,456,False,0.0,10192,3210,414.5656,0,2026-05-23T19:22:18.447567+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
